event_id,name,date,location,type
6858,Event 6858,2023-10-13 17:00:00,Stadium,sports
6859,Event 6859,2023-10-13 18:00:00,Park,festival
6860,Event 6860,2023-10-13 19:00:00,Stadium,festival
6861,Event 6861,2023-10-13 20:00:00,Stadium,festival
6862,Event 6862,2023-10-13 21:00:00,Theater,concert
6863,Event 6863,2023-10-13 22:00:00,Stadium,concert
6864,Event 6864,2023-10-13 23:00:00,Stadium,concert
6865,Event 6865,2023-10-14 00:00:00,Stadium,sports
6866,Event 6866,2023-10-14 01:00:00,Stadium,festival
6867,Event 6867,2023-10-14 02:00:00,Theater,festival
6868,Event 6868,2023-10-14 03:00:00,Stadium,sports
6869,Event 6869,2023-10-14 04:00:00,Stadium,sports
6870,Event 6870,2023-10-14 05:00:00,Theater,concert
6871,Event 6871,2023-10-14 06:00:00,Park,sports
6872,Event 6872,2023-10-14 07:00:00,Stadium,festival
6873,Event 6873,2023-10-14 08:00:00,Park,sports
6874,Event 6874,2023-10-14 09:00:00,Park,concert
6875,Event 6875,2023-10-14 10:00:00,Theater,sports
6876,Event 6876,2023-10-14 11:00:00,Theater,festival
6877,Event 6877,2023-10-14 12:00:00,Theater,concert
6878,Event 6878,2023-10-14 13:00:00,Theater,concert
6879,Event 6879,2023-10-14 14:00:00,Theater,festival
6880,Event 6880,2023-10-14 15:00:00,Stadium,festival
6881,Event 6881,2023-10-14 16:00:00,Park,festival
6882,Event 6882,2023-10-14 17:00:00,Park,concert
6883,Event 6883,2023-10-14 18:00:00,Park,festival
6884,Event 6884,2023-10-14 19:00:00,Stadium,festival
6885,Event 6885,2023-10-14 20:00:00,Park,concert
6886,Event 6886,2023-10-14 21:00:00,Stadium,sports
6887,Event 6887,2023-10-14 22:00:00,Theater,sports
6888,Event 6888,2023-10-14 23:00:00,Park,festival
6889,Event 6889,2023-10-15 00:00:00,Park,concert
6890,Event 6890,2023-10-15 01:00:00,Theater,sports
6891,Event 6891,2023-10-15 02:00:00,Park,festival
6892,Event 6892,2023-10-15 03:00:00,Theater,sports
6893,Event 6893,2023-10-15 04:00:00,Park,concert
6894,Event 6894,2023-10-15 05:00:00,Theater,sports
6895,Event 6895,2023-10-15 06:00:00,Stadium,festival
6896,Event 6896,2023-10-15 07:00:00,Park,concert
6897,Event 6897,2023-10-15 08:00:00,Theater,concert
6898,Event 6898,2023-10-15 09:00:00,Theater,sports
6899,Event 6899,2023-10-15 10:00:00,Park,sports
6900,Event 6900,2023-10-15 11:00:00,Stadium,concert
6901,Event 6901,2023-10-15 12:00:00,Theater,festival
6902,Event 6902,2023-10-15 13:00:00,Theater,sports
6903,Event 6903,2023-10-15 14:00:00,Stadium,sports
6904,Event 6904,2023-10-15 15:00:00,Park,festival
6905,Event 6905,2023-10-15 16:00:00,Stadium,festival
6906,Event 6906,2023-10-15 17:00:00,Park,concert
6907,Event 6907,2023-10-15 18:00:00,Park,concert
6908,Event 6908,2023-10-15 19:00:00,Theater,concert
6909,Event 6909,2023-10-15 20:00:00,Park,concert
6910,Event 6910,2023-10-15 21:00:00,Park,concert
6911,Event 6911,2023-10-15 22:00:00,Park,sports
6912,Event 6912,2023-10-15 23:00:00,Stadium,sports
6913,Event 6913,2023-10-16 00:00:00,Stadium,sports
6914,Event 6914,2023-10-16 01:00:00,Theater,festival
6915,Event 6915,2023-10-16 02:00:00,Park,sports
6916,Event 6916,2023-10-16 03:00:00,Theater,festival
6917,Event 6917,2023-10-16 04:00:00,Stadium,festival
6918,Event 6918,2023-10-16 05:00:00,Stadium,concert
6919,Event 6919,2023-10-16 06:00:00,Park,sports
6920,Event 6920,2023-10-16 07:00:00,Stadium,festival
6921,Event 6921,2023-10-16 08:00:00,Park,festival
6922,Event 6922,2023-10-16 09:00:00,Theater,concert
6923,Event 6923,2023-10-16 10:00:00,Theater,sports
6924,Event 6924,2023-10-16 11:00:00,Park,festival
6925,Event 6925,2023-10-16 12:00:00,Stadium,sports
6926,Event 6926,2023-10-16 13:00:00,Theater,festival
6927,Event 6927,2023-10-16 14:00:00,Park,concert
6928,Event 6928,2023-10-16 15:00:00,Park,concert
6929,Event 6929,2023-10-16 16:00:00,Theater,festival
6930,Event 6930,2023-10-16 17:00:00,Theater,festival
6931,Event 6931,2023-10-16 18:00:00,Park,concert
6932,Event 6932,2023-10-16 19:00:00,Park,festival
6933,Event 6933,2023-10-16 20:00:00,Park,sports
6934,Event 6934,2023-10-16 21:00:00,Theater,festival
6935,Event 6935,2023-10-16 22:00:00,Theater,sports
6936,Event 6936,2023-10-16 23:00:00,Stadium,sports
6937,Event 6937,2023-10-17 00:00:00,Stadium,concert
6938,Event 6938,2023-10-17 01:00:00,Theater,festival
6939,Event 6939,2023-10-17 02:00:00,Theater,festival
6940,Event 6940,2023-10-17 03:00:00,Stadium,festival
6941,Event 6941,2023-10-17 04:00:00,Stadium,sports
6942,Event 6942,2023-10-17 05:00:00,Park,sports
6943,Event 6943,2023-10-17 06:00:00,Stadium,festival
6944,Event 6944,2023-10-17 07:00:00,Stadium,concert
6945,Event 6945,2023-10-17 08:00:00,Park,festival
6946,Event 6946,2023-10-17 09:00:00,Stadium,festival
6947,Event 6947,2023-10-17 10:00:00,Stadium,festival
6948,Event 6948,2023-10-17 11:00:00,Theater,sports
6949,Event 6949,2023-10-17 12:00:00,Theater,concert
6950,Event 6950,2023-10-17 13:00:00,Theater,concert
6951,Event 6951,2023-10-17 14:00:00,Stadium,concert
6952,Event 6952,2023-10-17 15:00:00,Theater,sports
6953,Event 6953,2023-10-17 16:00:00,Stadium,sports
6954,Event 6954,2023-10-17 17:00:00,Park,festival
6955,Event 6955,2023-10-17 18:00:00,Park,concert
6956,Event 6956,2023-10-17 19:00:00,Stadium,concert
6957,Event 6957,2023-10-17 20:00:00,Theater,sports
6958,Event 6958,2023-10-17 21:00:00,Theater,sports
6959,Event 6959,2023-10-17 22:00:00,Theater,sports
6960,Event 6960,2023-10-17 23:00:00,Park,concert
6961,Event 6961,2023-10-18 00:00:00,Theater,festival
6962,Event 6962,2023-10-18 01:00:00,Park,festival
6963,Event 6963,2023-10-18 02:00:00,Park,festival
6964,Event 6964,2023-10-18 03:00:00,Stadium,sports
6965,Event 6965,2023-10-18 04:00:00,Theater,festival
6966,Event 6966,2023-10-18 05:00:00,Stadium,sports
6967,Event 6967,2023-10-18 06:00:00,Theater,sports
6968,Event 6968,2023-10-18 07:00:00,Park,sports
6969,Event 6969,2023-10-18 08:00:00,Park,sports
6970,Event 6970,2023-10-18 09:00:00,Stadium,concert
6971,Event 6971,2023-10-18 10:00:00,Theater,festival
6972,Event 6972,2023-10-18 11:00:00,Park,concert
6973,Event 6973,2023-10-18 12:00:00,Theater,sports
6974,Event 6974,2023-10-18 13:00:00,Park,concert
6975,Event 6975,2023-10-18 14:00:00,Theater,festival
6976,Event 6976,2023-10-18 15:00:00,Park,concert
6977,Event 6977,2023-10-18 16:00:00,Stadium,festival
6978,Event 6978,2023-10-18 17:00:00,Stadium,concert
6979,Event 6979,2023-10-18 18:00:00,Stadium,concert
6980,Event 6980,2023-10-18 19:00:00,Theater,concert
6981,Event 6981,2023-10-18 20:00:00,Stadium,concert
6982,Event 6982,2023-10-18 21:00:00,Theater,concert
6983,Event 6983,2023-10-18 22:00:00,Theater,festival
6984,Event 6984,2023-10-18 23:00:00,Park,concert
6985,Event 6985,2023-10-19 00:00:00,Park,sports
6986,Event 6986,2023-10-19 01:00:00,Theater,sports
6987,Event 6987,2023-10-19 02:00:00,Stadium,concert
6988,Event 6988,2023-10-19 03:00:00,Stadium,sports
6989,Event 6989,2023-10-19 04:00:00,Park,sports
6990,Event 6990,2023-10-19 05:00:00,Stadium,festival
6991,Event 6991,2023-10-19 06:00:00,Theater,concert
6992,Event 6992,2023-10-19 07:00:00,Theater,festival
6993,Event 6993,2023-10-19 08:00:00,Stadium,concert
6994,Event 6994,2023-10-19 09:00:00,Stadium,festival
6995,Event 6995,2023-10-19 10:00:00,Park,concert
6996,Event 6996,2023-10-19 11:00:00,Park,concert
6997,Event 6997,2023-10-19 12:00:00,Theater,concert
6998,Event 6998,2023-10-19 13:00:00,Theater,festival
6999,Event 6999,2023-10-19 14:00:00,Theater,sports
7000,Event 7000,2023-10-19 15:00:00,Park,festival
7001,Event 7001,2023-10-19 16:00:00,Theater,festival
7002,Event 7002,2023-10-19 17:00:00,Stadium,concert
7003,Event 7003,2023-10-19 18:00:00,Park,concert
7004,Event 7004,2023-10-19 19:00:00,Park,concert
7005,Event 7005,2023-10-19 20:00:00,Stadium,sports
7006,Event 7006,2023-10-19 21:00:00,Theater,sports
7007,Event 7007,2023-10-19 22:00:00,Stadium,festival
7008,Event 7008,2023-10-19 23:00:00,Theater,sports
7009,Event 7009,2023-10-20 00:00:00,Park,sports
7010,Event 7010,2023-10-20 01:00:00,Stadium,festival
7011,Event 7011,2023-10-20 02:00:00,Park,concert
7012,Event 7012,2023-10-20 03:00:00,Theater,sports
7013,Event 7013,2023-10-20 04:00:00,Stadium,festival
7014,Event 7014,2023-10-20 05:00:00,Theater,concert
7015,Event 7015,2023-10-20 06:00:00,Theater,concert
7016,Event 7016,2023-10-20 07:00:00,Stadium,concert
7017,Event 7017,2023-10-20 08:00:00,Theater,sports
7018,Event 7018,2023-10-20 09:00:00,Theater,festival
7019,Event 7019,2023-10-20 10:00:00,Park,sports
7020,Event 7020,2023-10-20 11:00:00,Park,concert
7021,Event 7021,2023-10-20 12:00:00,Park,festival
7022,Event 7022,2023-10-20 13:00:00,Theater,festival
7023,Event 7023,2023-10-20 14:00:00,Park,festival
7024,Event 7024,2023-10-20 15:00:00,Theater,sports
7025,Event 7025,2023-10-20 16:00:00,Theater,sports
7026,Event 7026,2023-10-20 17:00:00,Theater,sports
7027,Event 7027,2023-10-20 18:00:00,Stadium,festival
7028,Event 7028,2023-10-20 19:00:00,Stadium,concert
7029,Event 7029,2023-10-20 20:00:00,Theater,concert
7030,Event 7030,2023-10-20 21:00:00,Theater,festival
7031,Event 7031,2023-10-20 22:00:00,Stadium,festival
7032,Event 7032,2023-10-20 23:00:00,Stadium,concert
7033,Event 7033,2023-10-21 00:00:00,Park,concert
7034,Event 7034,2023-10-21 01:00:00,Stadium,sports
7035,Event 7035,2023-10-21 02:00:00,Park,concert
7036,Event 7036,2023-10-21 03:00:00,Stadium,sports
7037,Event 7037,2023-10-21 04:00:00,Theater,concert
7038,Event 7038,2023-10-21 05:00:00,Park,concert
7039,Event 7039,2023-10-21 06:00:00,Stadium,festival
7040,Event 7040,2023-10-21 07:00:00,Theater,concert
7041,Event 7041,2023-10-21 08:00:00,Stadium,concert
7042,Event 7042,2023-10-21 09:00:00,Stadium,festival
7043,Event 7043,2023-10-21 10:00:00,Stadium,sports
7044,Event 7044,2023-10-21 11:00:00,Theater,concert
7045,Event 7045,2023-10-21 12:00:00,Stadium,festival
7046,Event 7046,2023-10-21 13:00:00,Stadium,festival
7047,Event 7047,2023-10-21 14:00:00,Stadium,concert
7048,Event 7048,2023-10-21 15:00:00,Theater,sports
7049,Event 7049,2023-10-21 16:00:00,Theater,festival
7050,Event 7050,2023-10-21 17:00:00,Park,sports
7051,Event 7051,2023-10-21 18:00:00,Theater,concert
7052,Event 7052,2023-10-21 19:00:00,Stadium,concert
7053,Event 7053,2023-10-21 20:00:00,Theater,concert
7054,Event 7054,2023-10-21 21:00:00,Theater,concert
7055,Event 7055,2023-10-21 22:00:00,Stadium,festival
7056,Event 7056,2023-10-21 23:00:00,Theater,sports
7057,Event 7057,2023-10-22 00:00:00,Park,concert
7058,Event 7058,2023-10-22 01:00:00,Theater,sports
7059,Event 7059,2023-10-22 02:00:00,Park,festival
7060,Event 7060,2023-10-22 03:00:00,Stadium,concert
7061,Event 7061,2023-10-22 04:00:00,Theater,sports
7062,Event 7062,2023-10-22 05:00:00,Theater,concert
7063,Event 7063,2023-10-22 06:00:00,Stadium,sports
7064,Event 7064,2023-10-22 07:00:00,Theater,concert
7065,Event 7065,2023-10-22 08:00:00,Stadium,sports
7066,Event 7066,2023-10-22 09:00:00,Theater,concert
7067,Event 7067,2023-10-22 10:00:00,Stadium,concert
7068,Event 7068,2023-10-22 11:00:00,Stadium,sports
7069,Event 7069,2023-10-22 12:00:00,Theater,festival
7070,Event 7070,2023-10-22 13:00:00,Stadium,festival
7071,Event 7071,2023-10-22 14:00:00,Park,concert
7072,Event 7072,2023-10-22 15:00:00,Theater,sports
7073,Event 7073,2023-10-22 16:00:00,Stadium,concert
7074,Event 7074,2023-10-22 17:00:00,Theater,sports
7075,Event 7075,2023-10-22 18:00:00,Stadium,festival
7076,Event 7076,2023-10-22 19:00:00,Stadium,festival
7077,Event 7077,2023-10-22 20:00:00,Park,festival
7078,Event 7078,2023-10-22 21:00:00,Theater,concert
7079,Event 7079,2023-10-22 22:00:00,Stadium,festival
7080,Event 7080,2023-10-22 23:00:00,Park,sports
7081,Event 7081,2023-10-23 00:00:00,Park,sports
7082,Event 7082,2023-10-23 01:00:00,Park,sports
7083,Event 7083,2023-10-23 02:00:00,Park,festival
7084,Event 7084,2023-10-23 03:00:00,Park,concert
7085,Event 7085,2023-10-23 04:00:00,Stadium,sports
7086,Event 7086,2023-10-23 05:00:00,Theater,sports
7087,Event 7087,2023-10-23 06:00:00,Park,concert
7088,Event 7088,2023-10-23 07:00:00,Stadium,concert
7089,Event 7089,2023-10-23 08:00:00,Theater,concert
7090,Event 7090,2023-10-23 09:00:00,Theater,concert
7091,Event 7091,2023-10-23 10:00:00,Stadium,sports
7092,Event 7092,2023-10-23 11:00:00,Park,sports
7093,Event 7093,2023-10-23 12:00:00,Theater,festival
7094,Event 7094,2023-10-23 13:00:00,Stadium,festival
7095,Event 7095,2023-10-23 14:00:00,Theater,sports
7096,Event 7096,2023-10-23 15:00:00,Park,concert
7097,Event 7097,2023-10-23 16:00:00,Stadium,sports
7098,Event 7098,2023-10-23 17:00:00,Stadium,sports
7099,Event 7099,2023-10-23 18:00:00,Theater,concert
7100,Event 7100,2023-10-23 19:00:00,Stadium,sports
7101,Event 7101,2023-10-23 20:00:00,Stadium,concert
7102,Event 7102,2023-10-23 21:00:00,Stadium,sports
7103,Event 7103,2023-10-23 22:00:00,Theater,sports
7104,Event 7104,2023-10-23 23:00:00,Theater,concert
7105,Event 7105,2023-10-24 00:00:00,Theater,festival
7106,Event 7106,2023-10-24 01:00:00,Park,sports
7107,Event 7107,2023-10-24 02:00:00,Park,sports
7108,Event 7108,2023-10-24 03:00:00,Theater,festival
7109,Event 7109,2023-10-24 04:00:00,Stadium,festival
7110,Event 7110,2023-10-24 05:00:00,Stadium,sports
7111,Event 7111,2023-10-24 06:00:00,Park,festival
7112,Event 7112,2023-10-24 07:00:00,Theater,festival
7113,Event 7113,2023-10-24 08:00:00,Park,festival
7114,Event 7114,2023-10-24 09:00:00,Theater,sports
7115,Event 7115,2023-10-24 10:00:00,Theater,festival
7116,Event 7116,2023-10-24 11:00:00,Park,sports
7117,Event 7117,2023-10-24 12:00:00,Theater,sports
7118,Event 7118,2023-10-24 13:00:00,Theater,sports
7119,Event 7119,2023-10-24 14:00:00,Theater,festival
7120,Event 7120,2023-10-24 15:00:00,Park,festival
7121,Event 7121,2023-10-24 16:00:00,Park,concert
7122,Event 7122,2023-10-24 17:00:00,Park,concert
7123,Event 7123,2023-10-24 18:00:00,Stadium,sports
7124,Event 7124,2023-10-24 19:00:00,Stadium,festival
7125,Event 7125,2023-10-24 20:00:00,Stadium,festival
7126,Event 7126,2023-10-24 21:00:00,Park,festival
7127,Event 7127,2023-10-24 22:00:00,Theater,festival
7128,Event 7128,2023-10-24 23:00:00,Theater,concert
7129,Event 7129,2023-10-25 00:00:00,Stadium,sports
7130,Event 7130,2023-10-25 01:00:00,Stadium,concert
7131,Event 7131,2023-10-25 02:00:00,Park,sports
7132,Event 7132,2023-10-25 03:00:00,Park,concert
7133,Event 7133,2023-10-25 04:00:00,Park,festival
7134,Event 7134,2023-10-25 05:00:00,Stadium,concert
7135,Event 7135,2023-10-25 06:00:00,Park,festival
7136,Event 7136,2023-10-25 07:00:00,Theater,sports
7137,Event 7137,2023-10-25 08:00:00,Park,festival
7138,Event 7138,2023-10-25 09:00:00,Stadium,concert
7139,Event 7139,2023-10-25 10:00:00,Stadium,concert
7140,Event 7140,2023-10-25 11:00:00,Theater,festival
7141,Event 7141,2023-10-25 12:00:00,Theater,sports
7142,Event 7142,2023-10-25 13:00:00,Stadium,festival
7143,Event 7143,2023-10-25 14:00:00,Park,festival
7144,Event 7144,2023-10-25 15:00:00,Park,festival
7145,Event 7145,2023-10-25 16:00:00,Stadium,festival
7146,Event 7146,2023-10-25 17:00:00,Park,festival
7147,Event 7147,2023-10-25 18:00:00,Theater,concert
7148,Event 7148,2023-10-25 19:00:00,Theater,festival
7149,Event 7149,2023-10-25 20:00:00,Stadium,festival
7150,Event 7150,2023-10-25 21:00:00,Theater,festival
7151,Event 7151,2023-10-25 22:00:00,Stadium,sports
7152,Event 7152,2023-10-25 23:00:00,Park,sports
7153,Event 7153,2023-10-26 00:00:00,Theater,sports
7154,Event 7154,2023-10-26 01:00:00,Stadium,concert
7155,Event 7155,2023-10-26 02:00:00,Stadium,sports
7156,Event 7156,2023-10-26 03:00:00,Stadium,festival
7157,Event 7157,2023-10-26 04:00:00,Theater,concert
7158,Event 7158,2023-10-26 05:00:00,Theater,festival
7159,Event 7159,2023-10-26 06:00:00,Stadium,festival
7160,Event 7160,2023-10-26 07:00:00,Theater,concert
7161,Event 7161,2023-10-26 08:00:00,Park,festival
7162,Event 7162,2023-10-26 09:00:00,Stadium,festival
7163,Event 7163,2023-10-26 10:00:00,Theater,sports
7164,Event 7164,2023-10-26 11:00:00,Park,sports
7165,Event 7165,2023-10-26 12:00:00,Park,concert
7166,Event 7166,2023-10-26 13:00:00,Theater,concert
7167,Event 7167,2023-10-26 14:00:00,Theater,festival
7168,Event 7168,2023-10-26 15:00:00,Theater,concert
7169,Event 7169,2023-10-26 16:00:00,Theater,concert
7170,Event 7170,2023-10-26 17:00:00,Park,concert
7171,Event 7171,2023-10-26 18:00:00,Stadium,festival
7172,Event 7172,2023-10-26 19:00:00,Theater,sports
7173,Event 7173,2023-10-26 20:00:00,Park,concert
7174,Event 7174,2023-10-26 21:00:00,Stadium,concert
7175,Event 7175,2023-10-26 22:00:00,Stadium,festival
7176,Event 7176,2023-10-26 23:00:00,Theater,festival
7177,Event 7177,2023-10-27 00:00:00,Stadium,festival
7178,Event 7178,2023-10-27 01:00:00,Park,festival
7179,Event 7179,2023-10-27 02:00:00,Park,sports
7180,Event 7180,2023-10-27 03:00:00,Stadium,festival
7181,Event 7181,2023-10-27 04:00:00,Stadium,sports
7182,Event 7182,2023-10-27 05:00:00,Theater,concert
7183,Event 7183,2023-10-27 06:00:00,Stadium,festival
7184,Event 7184,2023-10-27 07:00:00,Park,concert
7185,Event 7185,2023-10-27 08:00:00,Theater,concert
7186,Event 7186,2023-10-27 09:00:00,Stadium,concert
7187,Event 7187,2023-10-27 10:00:00,Park,concert
7188,Event 7188,2023-10-27 11:00:00,Park,festival
7189,Event 7189,2023-10-27 12:00:00,Park,sports
7190,Event 7190,2023-10-27 13:00:00,Theater,festival
7191,Event 7191,2023-10-27 14:00:00,Theater,concert
7192,Event 7192,2023-10-27 15:00:00,Stadium,concert
7193,Event 7193,2023-10-27 16:00:00,Stadium,concert
7194,Event 7194,2023-10-27 17:00:00,Park,concert
7195,Event 7195,2023-10-27 18:00:00,Theater,sports
7196,Event 7196,2023-10-27 19:00:00,Stadium,concert
7197,Event 7197,2023-10-27 20:00:00,Park,festival
7198,Event 7198,2023-10-27 21:00:00,Theater,sports
7199,Event 7199,2023-10-27 22:00:00,Theater,festival
7200,Event 7200,2023-10-27 23:00:00,Theater,sports
7201,Event 7201,2023-10-28 00:00:00,Stadium,festival
7202,Event 7202,2023-10-28 01:00:00,Theater,festival
7203,Event 7203,2023-10-28 02:00:00,Stadium,festival
7204,Event 7204,2023-10-28 03:00:00,Park,sports
7205,Event 7205,2023-10-28 04:00:00,Theater,festival
7206,Event 7206,2023-10-28 05:00:00,Park,sports
7207,Event 7207,2023-10-28 06:00:00,Stadium,sports
7208,Event 7208,2023-10-28 07:00:00,Park,concert
7209,Event 7209,2023-10-28 08:00:00,Stadium,festival
7210,Event 7210,2023-10-28 09:00:00,Theater,festival
7211,Event 7211,2023-10-28 10:00:00,Theater,festival
7212,Event 7212,2023-10-28 11:00:00,Stadium,concert
7213,Event 7213,2023-10-28 12:00:00,Theater,sports
7214,Event 7214,2023-10-28 13:00:00,Park,concert
7215,Event 7215,2023-10-28 14:00:00,Theater,concert
7216,Event 7216,2023-10-28 15:00:00,Stadium,sports
7217,Event 7217,2023-10-28 16:00:00,Stadium,concert
7218,Event 7218,2023-10-28 17:00:00,Stadium,festival
7219,Event 7219,2023-10-28 18:00:00,Park,concert
7220,Event 7220,2023-10-28 19:00:00,Theater,concert
7221,Event 7221,2023-10-28 20:00:00,Theater,sports
7222,Event 7222,2023-10-28 21:00:00,Park,concert
7223,Event 7223,2023-10-28 22:00:00,Stadium,concert
7224,Event 7224,2023-10-28 23:00:00,Park,festival
7225,Event 7225,2023-10-29 00:00:00,Theater,festival
7226,Event 7226,2023-10-29 01:00:00,Park,sports
7227,Event 7227,2023-10-29 02:00:00,Stadium,sports
7228,Event 7228,2023-10-29 03:00:00,Stadium,concert
7229,Event 7229,2023-10-29 04:00:00,Stadium,sports
7230,Event 7230,2023-10-29 05:00:00,Stadium,concert
7231,Event 7231,2023-10-29 06:00:00,Stadium,sports
7232,Event 7232,2023-10-29 07:00:00,Park,sports
7233,Event 7233,2023-10-29 08:00:00,Theater,concert
7234,Event 7234,2023-10-29 09:00:00,Theater,concert
7235,Event 7235,2023-10-29 10:00:00,Park,festival
7236,Event 7236,2023-10-29 11:00:00,Theater,sports
7237,Event 7237,2023-10-29 12:00:00,Park,concert
7238,Event 7238,2023-10-29 13:00:00,Stadium,sports
7239,Event 7239,2023-10-29 14:00:00,Park,festival
7240,Event 7240,2023-10-29 15:00:00,Theater,sports
7241,Event 7241,2023-10-29 16:00:00,Park,festival
7242,Event 7242,2023-10-29 17:00:00,Park,sports
7243,Event 7243,2023-10-29 18:00:00,Stadium,sports
7244,Event 7244,2023-10-29 19:00:00,Stadium,festival
7245,Event 7245,2023-10-29 20:00:00,Theater,concert
7246,Event 7246,2023-10-29 21:00:00,Park,sports
7247,Event 7247,2023-10-29 22:00:00,Theater,sports
7248,Event 7248,2023-10-29 23:00:00,Stadium,concert
7249,Event 7249,2023-10-30 00:00:00,Park,sports
7250,Event 7250,2023-10-30 01:00:00,Park,concert
7251,Event 7251,2023-10-30 02:00:00,Theater,sports
7252,Event 7252,2023-10-30 03:00:00,Theater,sports
7253,Event 7253,2023-10-30 04:00:00,Park,concert
7254,Event 7254,2023-10-30 05:00:00,Park,festival
7255,Event 7255,2023-10-30 06:00:00,Stadium,sports
7256,Event 7256,2023-10-30 07:00:00,Theater,sports
7257,Event 7257,2023-10-30 08:00:00,Stadium,sports
7258,Event 7258,2023-10-30 09:00:00,Park,sports
7259,Event 7259,2023-10-30 10:00:00,Park,concert
7260,Event 7260,2023-10-30 11:00:00,Theater,sports
7261,Event 7261,2023-10-30 12:00:00,Park,sports
7262,Event 7262,2023-10-30 13:00:00,Park,concert
7263,Event 7263,2023-10-30 14:00:00,Theater,festival
7264,Event 7264,2023-10-30 15:00:00,Stadium,concert
7265,Event 7265,2023-10-30 16:00:00,Theater,sports
7266,Event 7266,2023-10-30 17:00:00,Stadium,festival
7267,Event 7267,2023-10-30 18:00:00,Theater,concert
7268,Event 7268,2023-10-30 19:00:00,Theater,concert
7269,Event 7269,2023-10-30 20:00:00,Park,sports
7270,Event 7270,2023-10-30 21:00:00,Park,festival
7271,Event 7271,2023-10-30 22:00:00,Stadium,festival
7272,Event 7272,2023-10-30 23:00:00,Park,festival
7273,Event 7273,2023-10-31 00:00:00,Theater,sports
7274,Event 7274,2023-10-31 01:00:00,Park,sports
7275,Event 7275,2023-10-31 02:00:00,Theater,sports
7276,Event 7276,2023-10-31 03:00:00,Park,sports
7277,Event 7277,2023-10-31 04:00:00,Theater,festival
7278,Event 7278,2023-10-31 05:00:00,Theater,concert
7279,Event 7279,2023-10-31 06:00:00,Theater,festival
7280,Event 7280,2023-10-31 07:00:00,Stadium,sports
7281,Event 7281,2023-10-31 08:00:00,Theater,festival
7282,Event 7282,2023-10-31 09:00:00,Theater,festival
7283,Event 7283,2023-10-31 10:00:00,Park,sports
7284,Event 7284,2023-10-31 11:00:00,Stadium,sports
7285,Event 7285,2023-10-31 12:00:00,Theater,concert
7286,Event 7286,2023-10-31 13:00:00,Stadium,sports
7287,Event 7287,2023-10-31 14:00:00,Stadium,sports
7288,Event 7288,2023-10-31 15:00:00,Park,sports
7289,Event 7289,2023-10-31 16:00:00,Theater,sports
7290,Event 7290,2023-10-31 17:00:00,Theater,festival
7291,Event 7291,2023-10-31 18:00:00,Theater,festival
7292,Event 7292,2023-10-31 19:00:00,Stadium,festival
7293,Event 7293,2023-10-31 20:00:00,Stadium,sports
7294,Event 7294,2023-10-31 21:00:00,Park,sports
7295,Event 7295,2023-10-31 22:00:00,Theater,sports
7296,Event 7296,2023-10-31 23:00:00,Theater,concert
7297,Event 7297,2023-11-01 00:00:00,Stadium,festival
7298,Event 7298,2023-11-01 01:00:00,Stadium,concert
7299,Event 7299,2023-11-01 02:00:00,Park,concert
7300,Event 7300,2023-11-01 03:00:00,Stadium,festival
7301,Event 7301,2023-11-01 04:00:00,Stadium,concert
7302,Event 7302,2023-11-01 05:00:00,Theater,concert
7303,Event 7303,2023-11-01 06:00:00,Theater,sports
7304,Event 7304,2023-11-01 07:00:00,Stadium,concert
7305,Event 7305,2023-11-01 08:00:00,Stadium,concert
7306,Event 7306,2023-11-01 09:00:00,Park,concert
7307,Event 7307,2023-11-01 10:00:00,Park,sports
7308,Event 7308,2023-11-01 11:00:00,Theater,sports
7309,Event 7309,2023-11-01 12:00:00,Stadium,concert
7310,Event 7310,2023-11-01 13:00:00,Park,concert
7311,Event 7311,2023-11-01 14:00:00,Stadium,festival
7312,Event 7312,2023-11-01 15:00:00,Park,sports
7313,Event 7313,2023-11-01 16:00:00,Park,festival
7314,Event 7314,2023-11-01 17:00:00,Theater,festival
7315,Event 7315,2023-11-01 18:00:00,Theater,concert
7316,Event 7316,2023-11-01 19:00:00,Stadium,concert
7317,Event 7317,2023-11-01 20:00:00,Theater,sports
7318,Event 7318,2023-11-01 21:00:00,Stadium,sports
7319,Event 7319,2023-11-01 22:00:00,Theater,concert
7320,Event 7320,2023-11-01 23:00:00,Park,festival
7321,Event 7321,2023-11-02 00:00:00,Theater,festival
7322,Event 7322,2023-11-02 01:00:00,Stadium,concert
7323,Event 7323,2023-11-02 02:00:00,Theater,concert
7324,Event 7324,2023-11-02 03:00:00,Park,festival
7325,Event 7325,2023-11-02 04:00:00,Park,sports
7326,Event 7326,2023-11-02 05:00:00,Theater,festival
7327,Event 7327,2023-11-02 06:00:00,Stadium,concert
7328,Event 7328,2023-11-02 07:00:00,Park,concert
7329,Event 7329,2023-11-02 08:00:00,Stadium,concert
7330,Event 7330,2023-11-02 09:00:00,Theater,concert
7331,Event 7331,2023-11-02 10:00:00,Theater,festival
7332,Event 7332,2023-11-02 11:00:00,Theater,festival
7333,Event 7333,2023-11-02 12:00:00,Park,festival
7334,Event 7334,2023-11-02 13:00:00,Theater,concert
7335,Event 7335,2023-11-02 14:00:00,Stadium,sports
7336,Event 7336,2023-11-02 15:00:00,Stadium,sports
7337,Event 7337,2023-11-02 16:00:00,Stadium,sports
7338,Event 7338,2023-11-02 17:00:00,Theater,concert
